区域,小区名称,房屋户型,面积,朝向,楼层,电梯,租金
东城,香饵胡同,1室0厅0卫,16㎡,西,低楼层/1层,无,2300
顺义,蓝星花园,1室0厅1卫,28㎡,西,高楼层/11层,有,3000
东城,兴隆都市馨园,1室0厅1卫,29㎡,南,中楼层/7层,有,5100
东城,后永康北巷,1室0厅1卫,13㎡,西,低楼层/1层,无,3500
丰台,世纪金色嘉园,1室0厅1卫,24㎡,南,低楼层/30层,有,3800
西城,西便门外大街,2室0厅1卫,54㎡,西,中楼层/4层,无,4800
丰台,东亚三环,1房间1卫,35㎡,北,低楼层/21层,有,3800
顺义,蓝星花园,1室0厅1卫,32㎡,西,中楼层/11层,有,3100
海淀,车公庄西路38号院,3室1厅1卫,25㎡,南,低楼层/16层,有,4200
东城,左安浦园,1室0厅1卫,37㎡,北,中楼层/18层,有,4000
丰台,威尔夏大道,1室0厅1卫,31㎡,西北,高楼层/8层,有,3450
东城,金鱼池西区,1室0厅1卫,40㎡,西,地下室/7层,无,4600
朝阳,恒大领寓,1室0厅1卫,51㎡,东,中楼层/13层,有,4800
海淀,西山国际城,1室1厅1卫,30㎡,东,地下室/6层,有,3000
亦庄开发区,国融国际,1室0厅1卫,33㎡,北,中楼层/21层,有,3500
朝阳,北京像素南区,1房间1卫,51㎡,西南,高楼层/23层,有,3800
东城,东四块玉南街30号院,1室1厅1卫,40㎡,南,高楼层/6层,无,4200
通州,新华北路59号院,1室1厅1卫,47㎡,南北,中楼层/5层,无,2400
朝阳,安翔里小区,1室0厅0卫,20㎡,南,低楼层/3层,无,3500
丰台,设计师广场,1室0厅1卫,35㎡,西北,高楼层/23层,有,3700
朝阳,定福庄西里2号院,1室0厅1卫,39㎡,北,低楼层/5层,无,3200
丰台,世纪金色嘉园,1室0厅1卫,24㎡,南,低楼层/30层,有,3800
石景山,八角路小区,1室1厅1卫,50㎡,南,高楼层/4层,无,2500
大兴,黄村西里,2室1厅1卫,44㎡,南北,中楼层/5层,无,3000
顺义,建新南区,1室1厅1卫,38㎡,南,低楼层/6层,无,2600
昌平,北环里小区,1室0厅1卫,44㎡,西,中楼层/5层,无,2300
顺义,蓝星花园,1室0厅1卫,36㎡,西,中楼层/11层,有,3100
昌平,北街家园五区,1房间1卫,18㎡,东,低楼层/28层,有,1200
大兴,富力盛悦居,1房间0卫,33㎡,东,高楼层/18层,有,3000
朝阳,北京像素南区,1房间1卫,52㎡,西南,高楼层/23层,有,3800
朝阳,北花园小区,1室1厅1卫,51㎡,南,低楼层/28层,有,4300
昌平,清秀园北区,1室0厅1卫,34㎡,南,高楼层/7层,有,3000
朝阳,炫特嘉园二期,1室0厅1卫,36㎡,北,低楼层/28层,有,4800
房山,玉竹园小区一里,1房间1卫,39㎡,北,中楼层/4层,无,1800
朝阳,华龙美树,1室0厅1卫,35㎡,北,高楼层/18层,有,4100
东城,炮局头条,1室1厅1卫,17㎡,南,低楼层/1层,无,4300
海淀,普惠北里,1室0厅0卫,15㎡,南,高楼层/5层,无,3300
大兴,保利春天派,1房间1卫,47㎡,西,低楼层/12层,有,3000
东城,罗车胡同,1室1厅0卫,10㎡,东西,低楼层/1层,无,3600
朝阳,炫特嘉园一期,1室0厅1卫,46㎡,西,高楼层/22层,有,4700
东城,兴隆都市馨园,1室0厅1卫,30㎡,北,中楼层/7层,有,4500
大兴,富强东里,2室0厅1卫,45㎡,南,高楼层/5层,无,3100
朝阳,翠成馨园C区,1室0厅1卫,54㎡,东,高楼层/16层,有,4300
朝阳,点击未来,1室0厅1卫,39㎡,西北,低楼层/14层,有,5100
朝阳,融科橄榄城一期,1室0厅1卫,27㎡,南,低楼层/28层,有,4700
昌平,南环里,1室1厅1卫,53㎡,东,低楼层/10层,有,2800
朝阳,10AM新坐标,1室0厅1卫,28㎡,西,中楼层/29层,有,4300
亦庄开发区,国融国际,1室0厅1卫,33㎡,南,高楼层/23层,有,3600
亦庄开发区,国融国际,1室0厅1卫,33㎡,北,中楼层/23层,有,3600
朝阳,炫特嘉园一期,1室0厅1卫,44㎡,南,低楼层/18层,有,4800
朝阳,弘善家园,1室0厅1卫,41㎡,南,中楼层/18层,有,4500
亦庄开发区,国融国际,1室0厅1卫,33㎡,南,中楼层/23层,有,3500
朝阳,10AM新坐标,1室0厅1卫,41㎡,西,中楼层/29层,有,5100
朝阳,健翔国际公寓,1室0厅1卫,27㎡,西,中楼层/13层,有,4300
海淀,SOCO公社,1房间1卫,43㎡,北,高楼层/18层,有,4200
西城,荣丰2008,1室1厅1卫,29㎡,北,高楼层/20层,有,3200
朝阳,大成国际,1室0厅1卫,48㎡,东,低楼层/21层,有,4200
亦庄开发区,国融国际,1室0厅1卫,33㎡,南,中楼层/23层,有,3500
朝阳,天天朝阳,1室0厅1卫,38㎡,东,中楼层/16层,有,4600
朝阳,弘善家园,1室0厅1卫,41㎡,南,中楼层/18层,有,4500
丰台,首开石榴派,1房间1卫,42㎡,北,中楼层/8层,有,3800
海淀,SOCO公社,1房间1卫,43㎡,北,高楼层/18层,有,4200
朝阳,10AM新坐标,1室0厅1卫,41㎡,西,中楼层/29层,有,5100
丰台,威尔夏大道,1室0厅1卫,35㎡,西北,中楼层/8层,有,3800
昌平,新悦家园,1室0厅1卫,39㎡,南,低楼层/6层,无,2800
东城,兴隆都市馨园,1室0厅1卫,32㎡,南,中楼层/7层,有,5300
朝阳,易构空间,1室0厅1卫,42㎡,东,低楼层/24层,有,5000
丰台,世纪金色嘉园,1室0厅1卫,26㎡,东,中楼层/30层,有,3600
东城,新太仓胡同,1室0厅0卫,15㎡,南,低楼层/1层,无,3000
东城,三元街11号,3室1厅1卫,70㎡,南北,高楼层/6层,无,5300
西城,荣丰2008,1室0厅1卫,22㎡,北,中楼层/20层,有,3600
东城,东旺胡同,1室1厅1卫,18㎡,西,低楼层/1层,无,3500
东城,兴隆都市馨园,1室0厅1卫,30㎡,南,低楼层/7层,有,4500
东城,东旺胡同,1室0厅1卫,13㎡,北,低楼层/1层,无,4200
海淀,中鑫嘉园,1室0厅1卫,18㎡,北,高楼层/25层,有,4000
海淀,高巢,1房间1卫,43㎡,北,地下室/15层,有,2200
东城,九道湾北巷,1室0厅0卫,15㎡,南,低楼层/1层,无,2700
朝阳,健翔国际公寓,1室0厅1卫,27㎡,西,高楼层/13层,有,4300
朝阳,沿海赛洛城三期,1室0厅1卫,49㎡,北,中楼层/14层,有,5000
朝阳,明天生活馆,1房间1卫,49㎡,南,高楼层/17层,有,3500
朝阳,华龙美树,1室1厅1卫,37㎡,北,低楼层/19层,有,4300
朝阳,常楹公元自由派,1房间1卫,37㎡,东,低楼层/23层,有,3800
顺义,蓝星花园,1室0厅1卫,32㎡,北,高楼层/11层,有,2800
丰台,世纪金色嘉园,1室0厅1卫,26㎡,西,低楼层/30层,有,3600
朝阳,垡头北里,3室0厅1卫,69㎡,南北,中楼层/6层,无,5000
海淀,友谊社区,1室0厅0卫,18㎡,东,低楼层/4层,无,3100
朝阳,大成国际,1室0厅1卫,36㎡,西,高楼层/21层,有,4600
朝阳,懿品阁,1室0厅1卫,35㎡,西,中楼层/18层,有,5000
东城,城市亮点,1室0厅1卫,47㎡,北,高楼层/12层,有,4500
海淀,友谊社区,1室0厅0卫,18㎡,东,低楼层/4层,无,3100
东城,兴隆都市馨园,1室0厅1卫,30㎡,南,低楼层/7层,有,4500
海淀,田村半壁店90号院,1室1厅1卫,43㎡,南,高楼层/6层,无,4500
朝阳,柏林爱乐二期,1室0厅1卫,49㎡,北,中楼层/21层,有,4600
朝阳,弘善家园,1室0厅1卫,47㎡,南,中楼层/26层,有,4700
朝阳,炫特嘉园一期,1室0厅1卫,37㎡,北,高楼层/18层,有,4900
丰台,玺萌鹏苑,1室0厅1卫,34㎡,北,中楼层/24层,有,3600
东城,马园胡同,1室0厅0卫,10㎡,西,低楼层/1层,无,2600
海淀,三义庙北,1室0厅1卫,20㎡,南,高楼层/6层,无,3800
西城,鼓楼西大街,1室0厅0卫,12㎡,西,低楼层/1层,无,3000
朝阳,10AM新坐标,1室0厅1卫,30㎡,北,中楼层/29层,有,4400
朝阳,北京新天地二期,1室0厅1卫,44㎡,南,低楼层/15层,有,3800
房山,北京时代广场,2房间1卫,35㎡,南,低楼层/17层,有,2500
东城,育群胡同,1室0厅0卫,15㎡,南,低楼层/1层,无,2800
朝阳,炫特嘉园三期,1室0厅1卫,43㎡,北,低楼层/18层,有,4600
丰台,玺萌丽苑,1室0厅1卫,28㎡,北,中楼层/23层,有,3800
朝阳,北京新天地二期,1室0厅1卫,42㎡,南,低楼层/28层,有,3700
朝阳,明天生活馆,1房间1卫,46㎡,东南,中楼层/17层,有,3500
东城,东方财富,1室0厅1卫,45㎡,西,低楼层/15层,有,5500
海淀,上林溪,1房间1卫,30㎡,南,地下室/11层,有,4200
丰台,洋桥西里,1室1厅1卫,40㎡,南,中楼层/6层,无,3500
西城,白纸坊胡同,2室0厅1卫,39㎡,东西,中楼层/4层,无,3500
东城,兴隆都市馨园,1室0厅1卫,24㎡,北,中楼层/7层,有,4500
东城,兴隆都市馨园,1室0厅1卫,21㎡,东,高楼层/7层,有,4900
东城,永恒胡同,1室0厅1卫,16㎡,北,低楼层/1层,无,3100
丰台,宣祥家园,1室1厅1卫,67㎡,东,低楼层/26层,有,3800
朝阳,胜古北里,1室0厅1卫,18㎡,南,低楼层/6层,无,4300
西城,荣丰2008,1室0厅1卫,26㎡,南,低楼层/20层,有,3800
朝阳,沿海赛洛城一期,1室0厅1卫,53㎡,西,低楼层/24层,有,5000
东城,兴隆都市馨园,1室0厅1卫,30㎡,西,低楼层/7层,有,4500
石景山,八角南路,1室0厅0卫,20㎡,南,中楼层/6层,无,2500
通州,华业东方玫瑰A区,1室0厅1卫,31㎡,东,高楼层/27层,有,2800
东城,谢家胡同,2室0厅0卫,28㎡,北,低楼层/1层,无,3900
朝阳,CBD传奇,1室0厅1卫,44㎡,西北,中楼层/12层,有,4600
丰台,设计师广场,1室0厅1卫,35㎡,西北,中楼层/23层,有,3800
东城,东绦胡同,1室0厅0卫,16㎡,南北,低楼层/1层,无,3500
房山,玉竹园小区一里,1室0厅1卫,40㎡,南,高楼层/4层,无,1900
西城,荣丰2008,1室0厅1卫,26㎡,南,低楼层/20层,有,3800
昌平,蓝郡国际花园,1室0厅1卫,41㎡,北,高楼层/15层,有,2500
朝阳,富力又一城C区,1室0厅1卫,47㎡,南,中楼层/18层,有,4100
东城,车辇店胡同,1室0厅1卫,14㎡,南,低楼层/1层,无,4000
丰台,宣祥家园,1室1厅1卫,67㎡,东,低楼层/26层,有,3800
东城,永恒胡同,1室0厅1卫,16㎡,北,低楼层/1层,无,3100
海淀,三义庙北,1室0厅0卫,9㎡,北,中楼层/6层,无,3150
东城,北沟沿,1室0厅1卫,11㎡,南,低楼层/1层,无,3200
朝阳,胜古北里,1室0厅1卫,18㎡,南,低楼层/6层,无,4300
丰台,7克拉,1房间1卫,24㎡,西,低楼层/13层,有,3700
东城,北沟沿,1室0厅0卫,15㎡,南北,低楼层/1层,无,2500
东城,小菊胡同,1室0厅0卫,19㎡,东,低楼层/1层,无,2500
朝阳,弘善家园,1室0厅1卫,42㎡,南,中楼层/28层,有,4200
东城,兴隆都市馨园,1室1厅1卫,29㎡,北,高楼层/7层,有,4500
朝阳,大成国际,1室0厅1卫,39㎡,西,中楼层/21层,有,4800
朝阳,10AM新坐标,1室0厅1卫,46㎡,南,低楼层/29层,有,5100
房山,西潞北大街二中家属楼,2室1厅1卫,71㎡,东西,低楼层/6层,无,2600
顺义,泰和谊园,3室1厅1卫,91㎡,南北,高楼层/6层,无,3100
朝阳,管庄西里,2室1厅1卫,63㎡,南北,中楼层/6层,无,4600
朝阳,后现代城B区,1室0厅1卫,50㎡,北,低楼层/18层,有,4800
朝阳,北京青年城,1室0厅1卫,33㎡,北,高楼层/10层,有,4200
朝阳,北京青年城,1室0厅1卫,40㎡,南,低楼层/10层,有,5000
房山,加州水郡金桥国际酒店,1室0厅1卫,49㎡,北,低楼层/16层,有,2200
顺义,馨港庄园三区,1室1厅1卫,43㎡,南,低楼层/6层,无,2200
海淀,万和嘉园二区,1室0厅1卫,45㎡,南,中楼层/16层,无,4300
海淀,定慧西里,1室0厅1卫,12㎡,北,中楼层/13层,有,2400
朝阳,金隅可乐,2房间1卫,62㎡,西南,中楼层/19层,有,4980
朝阳,10AM新坐标,1室0厅1卫,40㎡,东,低楼层/29层,有,5000
东城,兴隆都市馨园,1室0厅1卫,24㎡,东,高楼层/7层,有,5300
朝阳,惠新里小区,2室1厅1卫,53㎡,南北,高楼层/6层,无,6500
西城,荣丰2008,1室1厅1卫,62㎡,南,中楼层/26层,有,5000
丰台,石榴园南里小区,1室1厅1卫,51㎡,南,低楼层/6层,无,4500
丰台,富丰园小区,1室1厅1卫,47㎡,西,高楼层/6层,无,3900
朝阳,管庄西里,2室1厅1卫,60㎡,南北,高楼层/6层,无,4800
朝阳,八里庄北里小区,1室1厅1卫,45㎡,东西,低楼层/6层,无,4300
东城,兴隆都市馨园,1室1厅0卫,27㎡,南,中楼层/7层,有,5100
朝阳,北京像素南区,1房间1卫,53㎡,东北,中楼层/23层,有,4500
朝阳,北花园小区,1室0厅1卫,52㎡,南,中楼层/29层,有,4000
东城,兴隆都市馨园,1室0厅1卫,31㎡,北,中楼层/7层,有,4400
朝阳,福盈家园,1室0厅1卫,53㎡,南,高楼层/20层,有,4799
昌平,南环里,1室0厅1卫,41㎡,西,中楼层/10层,有,2600
东城,兴隆都市馨园,1室0厅1卫,28㎡,南,高楼层/7层,有,4300
西城,茶贸国际中心,1房间1卫,34㎡,北,高楼层/12层,有,4200
房山,明源南街,2室1厅1卫,72㎡,南北,低楼层/6层,无,2500
朝阳,双桥六号井,2室1厅1卫,59㎡,南北,低楼层/6层,无,4300
大兴,观音寺小区,2室1厅1卫,71㎡,南北,高楼层/6层,无,3000
顺义,马坡花园一区,1室2厅1卫,75㎡,南北,低楼层/6层,无,3100
大兴,观音寺北里,2室1厅1卫,69㎡,南北,高楼层/6层,无,2900
朝阳,南平里,2室1厅1卫,62㎡,南北,低楼层/6层,无,4000
亦庄开发区,新海北里,2室1厅1卫,74㎡,南北,中楼层/6层,无,4000
顺义,佳和宜园,3室1厅1卫,93㎡,南北,高楼层/6层,无,2800
亦庄开发区,宏仁家园,2室1厅1卫,91㎡,东西,高楼层/28层,有,3600
大兴,北京城建北京密码,2房间1卫,57㎡,南,中楼层/7层,无,2300
顺义,新马家园,1室1厅1卫,65㎡,南,高楼层/28层,有,2800
房山,行宫园一里,2室1厅1卫,72㎡,南北,高楼层/6层,无,2500
顺义,龙府花园,1室1厅1卫,58㎡,南北,中楼层/6层,无,3000
丰台,建设三里,2室1厅1卫,60㎡,南北,低楼层/6层,无,3200
丰台,五爱屯西街,2室1厅1卫,55㎡,南北,高楼层/6层,无,3500
门头沟,滨河楼小区,2室1厅1卫,60㎡,南,低楼层/3层,无,2300
门头沟,南街铁路小区,2室1厅1卫,57㎡,东西,中楼层/6层,无,2500
顺义,仓上小区,1室1厅1卫,65㎡,南北,中楼层/6层,无,2700
丰台,晓月新城,1室1厅1卫,55㎡,西,高楼层/24层,有,3500
朝阳,双桥五号井,2室1厅1卫,84㎡,东南西,中楼层/6层,无,4300
顺义,石园北区,2室1厅1卫,70㎡,南北,高楼层/6层,无,2800
顺义,石园北区,2室1厅1卫,73㎡,南北,中楼层/6层,无,2900
房山,明源北里,2室1厅1卫,54㎡,南北,高楼层/5层,无,2400
朝阳,柏阳景园,2室1厅1卫,85㎡,南北,中楼层/5层,无,4800
房山,明源南里,2室1厅1卫,56㎡,南,中楼层/6层,无,2400
顺义,仓上小区,1室1厅1卫,64㎡,南北,中楼层/6层,无,3000
东城,金鱼池西区,1室1厅1卫,51㎡,西,低楼层/7层,无,5500
朝阳,绿岛苑东区,2室1厅1卫,62㎡,南北,低楼层/6层,无,4500
东城,郭庄北里,1室1厅1卫,44㎡,东,中楼层/6层,无,4300
西城,车站东街甲9号院,2室1厅1卫,53㎡,南,高楼层/6层,无,5200
朝阳,十里堡北区,2室1厅1卫,60㎡,东西,高楼层/6层,无,5600
丰台,马家堡西里,2室1厅1卫,54㎡,南北,低楼层/6层,无,4700
亦庄开发区,新海南里,1室1厅1卫,57㎡,南,高楼层/6层,无,3100
顺义,石园东区,1室1厅1卫,60㎡,南北,高楼层/6层,无,3000
朝阳,花家地南里,2室1厅1卫,58㎡,东南西北,低楼层/6层,无,5500
通州,东顺城街甲5号,2室1厅1卫,61㎡,南北,高楼层/6层,无,2600
朝阳,东三环南路,2室1厅1卫,50㎡,东,低楼层/6层,无,4500
朝阳,东柳西里,1室1厅1卫,46㎡,南,低楼层/5层,无,4200
朝阳,东三环南路,2室1厅1卫,50㎡,东,低楼层/6层,无,4500
朝阳,东柳西里,1室1厅1卫,46㎡,南,低楼层/5层,无,4200
东城,忠实里,1室1厅1卫,46㎡,东,高楼层/14层,有,5400
朝阳,周井大院,3室1厅1卫,76㎡,南北,低楼层/3层,无,4500
亦庄开发区,贵园南里丙区,1室1厅1卫,51㎡,南,中楼层/6层,无,3800
通州,金隅通和园,2室1厅1卫,88㎡,南北,中楼层/29层,有,3800
海淀,门头馨村,2室1厅1卫,92㎡,南北,中楼层/4层,无,5900
东城,兴隆都市馨园,1室0厅1卫,28㎡,南,中楼层/7层,有,4500
朝阳,艺水芳园,1室1厅1卫,65㎡,东南南,高楼层/17层,有,5000
海淀,香麓雅庭,1房间1卫,67㎡,北,低楼层/7层,有,4500
通州,旭辉丽舍,1房间1卫,118㎡,南,中楼层/6层,有,2500
朝阳,首都机场南路西里,2室1厅1卫,56㎡,南北,中楼层/4层,无,4500
朝阳,上东上层,1室0厅1卫,57㎡,东南,高楼层/9层,有,4300
朝阳,机场南路东里,3室0厅1卫,65㎡,南北,中楼层/5层,无,3200
亦庄开发区,南海雅苑北区,3室0厅1卫,74㎡,南,中楼层/22层,无,4000
朝阳,广播大院,3室1厅1卫,57㎡,南北,中楼层/6层,无,4600
顺义,马坡花园一区,1室1厅1卫,80㎡,南,低楼层/6层,无,3000
大兴,龙熙公馆,1室0厅1卫,66㎡,北,中楼层/12层,无,3000
通州,合生世界村,1房间1卫,75㎡,西,高楼层/25层,有,2900
丰台,杜家坎小区,2室1厅1卫,68㎡,南北,中楼层/6层,无,3000
东城,华人一品阁,1房间1卫,21㎡,北,低楼层/3层,有,3300
大兴,保利春天派,1房间1卫,47㎡,西,中楼层/12层,有,3100
朝阳,炫特嘉园三期,1室0厅1卫,41㎡,北,高楼层/23层,有,5000
朝阳,朝阳旺角,1室0厅1卫,44㎡,北,高楼层/15层,有,3900
朝阳,明天第一城6号院,1房间1卫,35㎡,北,低楼层/21层,有,4300
东城,东四八条,1室0厅0卫,26㎡,北,低楼层/1层,无,3400
朝阳,CBD传奇,1室0厅1卫,37㎡,北,高楼层/18层,有,5100
西城,荣丰2008,1室0厅1卫,25㎡,南,低楼层/26层,有,3800
西城,荣丰2008,1室0厅1卫,30㎡,北,低楼层/16层,有,4420
东城,育群胡同,1室0厅1卫,14㎡,南,低楼层/1层,无,4300
东城,东四十一条,1室0厅1卫,15㎡,东,低楼层/1层,无,3200
朝阳,悠乐汇,1房间1卫,50㎡,西南,高楼层/18层,有,5000
丰台,银地家园,2室1厅1卫,67㎡,南北,中楼层/7层,无,4500
朝阳,宇达创意中心,1房间1卫,38㎡,西,高楼层/7层,有,3100
门头沟,增产路大街42号院,1室1厅1卫,64㎡,南,中楼层/6层,无,2500
亦庄开发区,新海南里,2室1厅1卫,91㎡,南北,中楼层/6层,无,3600
大兴,兴政东里,2室1厅1卫,57㎡,南北,高楼层/5层,无,3100
东城,金鱼池西区,1室0厅1卫,47㎡,西,地下室/7层,无,5000
大兴,亦庄北岸,1室0厅1卫,39㎡,东,低楼层/12层,有,3100
朝阳,天天朝阳,1室0厅1卫,38㎡,西,中楼层/16层,有,4500
西城,车站西街17号院,1室1厅1卫,47㎡,南,中楼层/6层,无,4300
朝阳,东一时区,1室0厅1卫,42㎡,北,中楼层/15层,有,4000
朝阳,东一时区,1室0厅1卫,42㎡,北,中楼层/15层,有,4000
门头沟,城子二斜井,2室1厅1卫,57㎡,南北,中楼层/6层,无,2500
丰台,高鑫家园,1室0厅1卫,53㎡,南,中楼层/7层,有,3600
海淀,万和嘉园一区,1室0厅1卫,45㎡,南,低楼层/18层,无,4500
大兴,众美MIMO公馆,1房间1卫,26㎡,南,中楼层/5层,有,1800
海淀,毛纺厂南小区,1室0厅1卫,36㎡,南,中楼层/6层,无,4100
顺义,香悦四季,1房间1卫,33㎡,东,低楼层/15层,有,2000
昌平,北街家园八区,1室0厅1卫,33㎡,东,中楼层/18层,有,2800
房山,加州水郡Q酷,1房间1卫,32㎡,北,高楼层/14层,有,1500
朝阳,高杨树北里,2室1厅1卫,48㎡,南北,高楼层/5层,无,4500
海淀,万和嘉园一区,1室0厅1卫,48㎡,南,中楼层/18层,无,4500
昌平,北街家园六区,1室0厅1卫,30㎡,西,低楼层/18层,有,2500
通州,东亚环球国际,1房间1卫,40㎡,东,中楼层/11层,有,1900
门头沟,黑山A1区,1室0厅1卫,45㎡,南,高楼层/28层,有,2300
大兴,新安里,2室1厅1卫,70㎡,南北,中楼层/6层,无,3000
东城,永定门东街西里,2室1厅1卫,51㎡,南北,高楼层/6层,无,5500
朝阳,常楹公元自由派,1房间1卫,37㎡,西,中楼层/23层,有,4200
朝阳,华龙美树,1室0厅1卫,39㎡,北,中楼层/18层,有,4200
朝阳,弘善家园,1室0厅1卫,42㎡,南,低楼层/28层,有,4600
丰台,7克拉,1房间1卫,23㎡,西,中楼层/13层,有,3900
朝阳,燕保祈东家园二期,1室1厅1卫,61㎡,南,中楼层/27层,有,4500
朝阳,乐栋300,2房间1卫,41㎡,东,低楼层/4层,有,4500
朝阳,曙光里,1室1厅1卫,42㎡,南,中楼层/6层,无,5000
朝阳,远洋一方润园6号院,2室1厅1卫,74㎡,南北,低楼层/15层,有,5000
朝阳,华威北里,1室1厅1卫,46㎡,东,中楼层/19层,有,4900
朝阳,平乐园小区,1室1厅1卫,46㎡,南,低楼层/6层,无,4200
大兴,新居里,2室2厅1卫,81㎡,南北,高楼层/6层,无,3100
朝阳,东泽园,2室1厅1卫,75㎡,南北,低楼层/20层,有,5000
